ID,英文名稱,中文名稱,圖片,更新時間,更新日期
5464972,vasopressin {=antidiuretic hormone; ADH},抗利尿素；血管加壓素,,,2019-10-31
5464973,vector,載體；傳播媒介,,20220719修訂,2022-07-19
5464974,vegetative propagation,營養繁殖,,,2019-10-31
5464975,vein,葉脈 {植物}；靜脈 {動物},,,2019-10-31
5464976,velum,軟顎,,,2019-10-31
5464977,ventilation,通氣,,,2019-10-31
5464978,ventral horn,腹角,,,2019-10-31
5464979,ventral root,腹根,,,2019-10-31
5464980,ventricle,心室；腦室,,,2019-10-31
5464981,venule,小靜脈,,,2019-10-31
5464982,vermiform appendix,闌尾,,,2019-10-31
5464983,vermis,蚓部,,,2019-10-31
5464984,vernalin,春化素,,,2019-10-31
5464985,vertebra,脊椎骨,,,2019-10-31
5464986,vertebrate,脊椎動物,,,2019-10-31
5464987,vesicle,囊泡,,,2019-10-31
5464988,vesicular-arbuscular mycorrhizae,泡狀-樹狀菌根,,,2019-10-31
5464989,vessel,導管,,,2019-10-31
5464990,vessel element,導管細胞,,,2019-10-31
5464991,vestibular canal,前庭道,,,2019-10-31
5464992,vestibule,前庭,,,2019-10-31
5464993,vestigial organ,痕跡器官,,,2019-10-31
5464994,vestigial structure,痕跡構造,,,2019-10-31
5464995,vibrio,弧菌,,,2019-10-31
5464996,Vibrio cholerae,霍亂弧菌,,,2019-10-31
5464997,villi {sing. villus},絨毛,,,2019-10-31
5464998,villus {pl. villi},絨毛,,,2019-10-31
5464999,viroid,類病毒,,,2019-10-31
5465000,virulence,致病力；毒力,,,2019-10-31
5465001,virus,病毒,,,2019-10-31
5465002,visceral muscle,內臟肌,,,2019-10-31
5465003,visible light,可見光,,,2019-10-31
5465004,vitalism,生機論,,,2019-10-31
5465005,vitamin,維生素,,,2019-10-31
5465006,vitreous humor,玻璃樣液,,,2019-10-31
5465007,viviparity,胎生,,,2019-10-31
5465008,Vmax {maximum velocity},最大速率,,,2019-10-31
5465009,vocal cords {vocal folds},聲帶,,,2019-10-31
5465010,vocal folds {vocal cords},聲帶,,,2019-10-31
5465011,voltage-gated ion channel,電位閘控[型]離子通道,,,2019-10-31
5465012,voltage-sensitive ion channel,電位敏感[型]離子通道,,,2019-10-31
5465013,voluntary muscle,隨意肌,,,2019-10-31
5465014,Volvox,團藻[屬],,,2019-10-31
5465015,Wallace Line,華萊士線,,,2019-10-31
5465016,wandering macrophage,游走巨噬細胞,,,2019-10-31
5465017,water mold,水黴菌,,,2019-10-31
5465018,wax,蠟,,,2019-10-31
5465019,weathering,風化作用,,,2019-10-31
5465020,Wernicke's area,韋尼克[氏]區,,,2019-10-31
5465021,wetland,溼地,,,2019-10-31
5465022,white blood cell {=WBC; leukocyte},白血球,,,2019-10-31
5465023,white matter,白質,,,2019-10-31
5465024,white pulp,白髓[區],,,2019-10-31
5465025,wild type,野生型,,,2019-10-31
5465026,wind-pollinated flower {anemophilous flower},風媒花,,,2019-10-31
5465027,withdrawal reflex,縮回反射,,,2019-10-31
5465028,woody,木本[的],,,2019-10-31
5465029,woody climber,木質藤本,,,2019-10-31
5465030,woody plant {arbor},喬木,,,2019-10-31
5465031,xanthophyll {lutein},葉黃素,,,2019-10-31
5465032,xenotransplantation,異種移植,,,2019-10-31
5465033,X-ray crystallography,X光結晶學,,,2019-10-31
5465034,xylem,木質部,,,2019-10-31
5465035,yellow fever,黃熱病,,,2019-10-31
5465036,yolk,卵黃,,,2019-10-31
5465037,Z line,Z線,,,2019-10-31
5465038,Zea mays,玉米；玉蜀黍,,,2019-10-31
5465039,zea xanthine,玉米黃素,,,2019-10-31
5465040,zone of elongation {elongation region},延長區,,,2019-10-31
5465041,zone of maturation {maturation zone},成熟區,,,2019-10-31
5465042,zooplankton,動物性浮游生物,,,2019-10-31
5465043,Zygomycetes,接合菌綱,,,2019-10-31
5465044,zygote,[接]合子,,,2019-10-31
16831778,iso-osmotic solution; isosmotic solution,等滲溶液,,,2021-12-14
16831779,experimental group,實驗組,,,2021-12-14
16831780,control group,對照組,,,2021-12-14
16831781,Benedict's test,本氏試驗,,,2021-12-14
16831782,field cancerization,區塊癌化,,,2021-12-14
18147868,prefrontal cortex,前額皮層,,,2022-07-15
18474020,animal pharming,動物基改製藥,,,2022-07-15
19441716,blood transfusion,輸血,,,2022-07-15
19441717,golden rice,黃金米,,,2022-07-15
19441718,antifreeze protein,抗凍蛋白,,,2022-07-15
19441719,bacterial colonization,細菌拓殖,,,2022-07-15
19441720,chitinase,幾丁質酶,,,2022-07-15
19441721,phenotypic trait,表徵,,,2022-07-15
19441723,segmentation contraction; segmentation movement,分節收縮；分節運動,,,2022-07-15
19441724,segmentation movement; segmentation contraction,分節收縮；分節運動,,,2022-07-15
19441725,testicle; testis {pl. testes},睪丸,,,2022-07-15
19441726,rapid screening test,快速篩檢；快篩,,,2022-07-15
19441727,developmental biology,發育生物學,,,2022-07-15
19441728,stretch receptor,伸張受器,,,2022-07-15
